Site Name,Plot #,Crop,Treatment,Date Soil Sample Collected,NO3 Analysis,NO3,pH,Notes,SRadiation,Prec,WD,WS,AT,RH ,WC,ST,mRH,Lat,Lon
Allstar #1,11,Switchgrass,Control,1/17/2023,1/18/2023,0.451,5.24,"some gravel coal/shale, few roots, and leaves",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29761694,39.06264104
Allstar #1,12,Switchgrass,BioChar + Fertilizer,1/17/2023,1/18/2023,0.5485,5.55,"some gravel coal/shale, few roots, and leaves",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29814831,39.06267746
Allstar #1,19,Willow,BioChar + Fertilizer,1/17/2023,1/18/2023,0.3915,5.5,"many pebbles-coal/shale, some roots and moss",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29663996,39.06278357
Allstar #1,20,Willow,Control,1/17/2023,1/18/2023,0.433,5.66,"many pebbles-coal/shale, some roots and moss",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29674778,39.06282695
Allstar #1,21,Willow,Fertilizer,1/17/2023,1/18/2023,0.4165,5.88,"many pebbles-coal/shale, some roots and moss",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29802258,39.06271238
Allstar #1,22,Switchgrass,Fertilizer,1/17/2023,1/18/2023,0.4345,5.11,"big piece of wood, roots and leaves",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29831005,39.06272134
Allstar #1,23,Switchgrass,Control,1/17/2023,1/18/2023,0.339,5.7,"big piece of wood, roots and leaves",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.2963813,39.06281685
Allstar #1,24,Switchgrass,BioChar + Fertilizer,1/17/2023,1/18/2023,0.417,5.35,"big piece of wood, roots and leaves",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29823584,39.06295537
Allstar #2,1,Switchgrass,BioChar + Fertilizer,4/13/2021,4/14/2021,0.5655,4.6,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30223515,39.05482466
Allstar #2,2,Switchgrass,Fertilizer,4/13/2021,4/14/2021,0.4495,4.2,"some gravel coal/shale, few roots, and leaves",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30242859,39.05523105
Allstar #2,3,Switchgrass,Control,4/13/2021,4/14/2021,0.463,4.66,"some rocks, few roots, and leaves",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30229583,39.05561274
Allstar #2,4,Willow,Fertilizer,4/13/2021,4/14/2021,0.4385,4.24,"slate pebbles, large easily broken clumps",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30240683,39.05397879
Allstar #2,5,Willow,BioChar + Fertilizer,4/13/2021,4/14/2021,0.5235,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30205004,39.05339004
Allstar #2,6,Willow,Control,4/13/2021,4/14/2021,0.545,5.06,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30236375,39.05428789
Allstar #2,13,Willow,Control,4/13/2021,4/14/2021,0.5195,5.13,"slate pebbles, large easily broken clumps",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30224563,39.0530783
Allstar #2,14,Willow,Fertilizer,4/13/2021,4/14/2021,0.489,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30204124,39.05283535
Allstar #2,15,Willow,BioChar + Fertilizer,4/13/2021,4/14/2021,0.444,4.99,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30215985,39.05383116
Allstar #2,16,Switchgrass,BioChar + Fertilizer,4/13/2021,4/14/2021,0.4375,3.71,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30218964,39.05574823
Allstar #2,17,Switchgrass,Control,4/13/2021,4/14/2021,0.476,4.02,"some gravel coal/shale, few roots, and leaves",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30238789,39.05488633
Allstar #2,18,Switchgrass,Fertilizer,4/13/2021,4/14/2021,0.448,3.93,"some rocks, few roots, and leaves",0.0,0.000,252,0.19,9.4,0.763,0.276,15.3,0.763,-80.30232989,39.05372676
Allstar #2,1,Switchgrass,BioChar + Fertilizer,7/27/2021,7/28/2021,0.57,4.6,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30237163,39.05363513
Allstar #2,2,Switchgrass,Fertilizer,7/27/2021,7/28/2021,0.969,4.2,"some gravel coal/shale, few roots, and leaves",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30238332,39.05480883
Allstar #2,3,Switchgrass,Control,7/27/2021,7/28/2021,0.655,4.66,"some rocks, few roots, and leaves",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30227434,39.05471569
Allstar #2,4,Willow,Fertilizer,7/27/2021,7/28/2021,0.6345,4.24,"slate pebbles, large easily broken clumps",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30222845,39.05369011
Allstar #2,5,Willow,BioChar + Fertilizer,7/27/2021,7/28/2021,0.6585,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30242705,39.05505389
Allstar #2,6,Willow,Control,7/27/2021,7/28/2021,0.646,5.06,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30193792,39.05287196
Allstar #2,13,Willow,Control,7/27/2021,7/28/2021,0.591,5.13,"slate pebbles, large easily broken clumps",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30246883,39.05525018
Allstar #2,14,Willow,Fertilizer,7/27/2021,7/28/2021,0.617,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30204355,39.05300386
Allstar #2,15,Willow,BioChar + Fertilizer,7/27/2021,7/28/2021,0.58,4.99,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30228411,39.05336214
Allstar #2,16,Switchgrass,BioChar + Fertilizer,7/27/2021,7/28/2021,0.6405,3.71,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30219733,39.055357
Allstar #2,17,Switchgrass,Control,7/27/2021,7/28/2021,0.6515,4.02,"some gravel coal/shale, few roots, and leaves",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.30239641,39.055312
Allstar #2,18,Switchgrass,Fertilizer,7/27/2021,7/28/2021,0.7295,3.93,"some rocks, few roots, and leaves",0.0,0.000,199,0.39,17.4,0.988,0.246,23.5,0.988,-80.3024279,39.05536413
Allstar #2,1,Switchgrass,BioChar + Fertilizer,10/28/2021,10/29/2021,0.5025,4.6,"some gravel --coal/shale, few roots, and leaves",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30203498,39.0530401
Allstar #2,2,Switchgrass,Fertilizer,10/28/2021,10/29/2021,0.576,4.2,"some gravel coal/shale, few roots, and leaves",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30222799,39.05514962
Allstar #2,3,Switchgrass,Control,10/28/2021,10/29/2021,0.5115,4.66,"some rocks, few roots, and leaves",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30241159,39.05565291
Allstar #2,4,Willow,Fertilizer,10/28/2021,10/29/2021,0.49,4.24,"slate pebbles, large easily broken clumps",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30233875,39.05549413
Allstar #2,5,Willow,BioChar + Fertilizer,10/28/2021,10/29/2021,0.511,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30225137,39.05543102
Allstar #2,6,Willow,Control,10/28/2021,10/29/2021,0.73,5.06,"many slate, coal pebbles, large easily broken clumps",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30217658,39.05360555
Allstar #2,13,Willow,Control,10/28/2021,10/29/2021,1.389,5.13,"slate pebbles, large easily broken clumps",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.3023644,39.05543536
Allstar #2,14,Willow,Fertilizer,10/28/2021,10/29/2021,0.4915,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.3020706,39.05308382
Allstar #2,15,Willow,BioChar + Fertilizer,10/28/2021,10/29/2021,0.5325,4.99,"many slate, coal pebbles, large easily broken clumps",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30203938,39.05338843
Allstar #2,16,Switchgrass,BioChar + Fertilizer,10/28/2021,10/29/2021,0.5595,3.71,"some gravel --coal/shale, few roots, and leaves",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30223684,39.05544721
Allstar #2,17,Switchgrass,Control,10/28/2021,10/29/2021,0.523,4.02,"some gravel coal/shale, few roots, and leaves",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30227575,39.05346725
Allstar #2,18,Switchgrass,Fertilizer,10/28/2021,10/29/2021,0.5565,3.93,"some rocks, few roots, and leaves",0.0,0.085,329,1.28,12.9,0.972,0.280,13.8,0.972,-80.30220596,39.05405947
Allstar #2,1,Switchgrass,BioChar + Fertilizer,1/25/2022,1/26/2022,0.522,4.6,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30240379,39.05468464
Allstar #2,2,Switchgrass,Fertilizer,1/25/2022,1/26/2022,0.658,4.2,"some gravel coal/shale, few roots, and leaves",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30219984,39.05454338
Allstar #2,3,Switchgrass,Control,1/25/2022,1/26/2022,0.514,4.66,"some rocks, few roots, and leaves",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30189253,39.0529579
Allstar #2,4,Willow,Fertilizer,1/25/2022,1/26/2022,0.497,4.24,"slate pebbles, large easily broken clumps",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30212013,39.05364704
Allstar #2,5,Willow,BioChar + Fertilizer,1/25/2022,1/26/2022,0.427,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.3019693,39.05287593
Allstar #2,6,Willow,Control,1/25/2022,1/26/2022,0.4915,5.06,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.3024161,39.0551084
Allstar #2,13,Willow,Control,1/25/2022,1/26/2022,0.4855,5.13,"slate pebbles, large easily broken clumps",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30244329,39.05514897
Allstar #2,14,Willow,Fertilizer,1/25/2022,1/26/2022,0.513,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30229625,39.05529636
Allstar #2,15,Willow,BioChar + Fertilizer,1/25/2022,1/26/2022,0.4735,4.99,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30197198,39.0527781
Allstar #2,16,Switchgrass,BioChar + Fertilizer,1/25/2022,1/26/2022,0.4895,3.71,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30233199,39.05378518
Allstar #2,17,Switchgrass,Control,1/25/2022,1/26/2022,0.4985,4.02,"some gravel coal/shale, few roots, and leaves",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30244188,39.05569447
Allstar #2,18,Switchgrass,Fertilizer,1/25/2022,1/26/2022,0.5005,3.93,"some rocks, few roots, and leaves",0.0,0.000,298,0.61,-5.7,0.877,0.288,2.0,0.877,-80.30214111,39.05341438
Allstar #2,1,Switchgrass,BioChar + Fertilizer,4/26/2022,4/29/2022,0.455,4.6,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30233428,39.05409704
Allstar #2,2,Switchgrass,Fertilizer,4/26/2022,4/29/2022,0.49,4.2,"some gravel coal/shale, few roots, and leaves",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30221907,39.05346304
Allstar #2,3,Switchgrass,Control,4/26/2022,4/29/2022,0.433,4.66,"some rocks, few roots, and leaves",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30221065,39.05540366
Allstar #2,4,Willow,Fertilizer,4/26/2022,4/29/2022,0.47,4.24,"slate pebbles, large easily broken clumps",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30206283,39.05327849
Allstar #2,5,Willow,BioChar + Fertilizer,4/26/2022,4/29/2022,0.5345,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30225557,39.05481266
Allstar #2,6,Willow,Control,4/26/2022,4/29/2022,0.444,5.06,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30221924,39.05366556
Allstar #2,13,Willow,Control,4/26/2022,4/29/2022,0.405,5.13,"slate pebbles, large easily broken clumps",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30248427,39.05550608
Allstar #2,14,Willow,Fertilizer,4/26/2022,4/29/2022,0.4165,5.07,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30215559,39.05380841
Allstar #2,15,Willow,BioChar + Fertilizer,4/26/2022,4/29/2022,0.466,4.99,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30223069,39.053275
Allstar #2,16,Switchgrass,BioChar + Fertilizer,4/26/2022,4/29/2022,0.4585,3.71,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30217302,39.05317111
Allstar #2,17,Switchgrass,Control,4/26/2022,4/29/2022,0.48,4.02,"some gravel coal/shale, few roots, and leaves",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30238365,39.05444048
Allstar #2,18,Switchgrass,Fertilizer,4/26/2022,4/29/2022,0.563,3.93,"some rocks, few roots, and leaves",0.0,0.000,268,0.46,3.8,0.701,0.284,13.1,0.701,-80.30238127,39.05425359
Allstar #2,1,Switchgrass,BioChar + Fertilizer,7/26/2022,7/27/2022,0.3925,3.91,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30228784,39.05367348
Allstar #2,2,Switchgrass,Fertilizer,7/26/2022,7/27/2022,0.655,5.22,"some gravel coal/shale, few roots, and leaves",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.302439,39.05516945
Allstar #2,3,Switchgrass,Control,7/26/2022,7/27/2022,0.48,6.05,"some rocks, few roots, and leaves",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30233193,39.05367988
Allstar #2,4,Willow,Fertilizer,7/26/2022,7/27/2022,0.659,4.9,"slate pebbles, large easily broken clumps",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30197877,39.05284372
Allstar #2,5,Willow,BioChar + Fertilizer,7/26/2022,7/27/2022,0.2835,5.38,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.3022788,39.05317878
Allstar #2,6,Willow,Control,7/26/2022,7/27/2022,0.541,5.81,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30221019,39.05461193
Allstar #2,13,Willow,Control,7/26/2022,7/27/2022,0.451,5.25,"slate pebbles, large easily broken clumps",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.3022683,39.05349988
Allstar #2,14,Willow,Fertilizer,7/26/2022,7/27/2022,0.478,4,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30248933,39.05570378
Allstar #2,15,Willow,BioChar + Fertilizer,7/26/2022,7/27/2022,0.4625,4.77,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30230078,39.05418054
Allstar #2,16,Switchgrass,BioChar + Fertilizer,7/26/2022,7/27/2022,0.447,4.69,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30207831,39.05290792
Allstar #2,17,Switchgrass,Control,7/26/2022,7/27/2022,0.491,4.28,"some gravel coal/shale, few roots, and leaves",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30229822,39.05348579
Allstar #2,18,Switchgrass,Fertilizer,7/26/2022,7/27/2022,0.5245,4.5,"some rocks, few roots, and leaves",0.0,0.000,197,0.56,20.5,97.20,0.290,21.9,0.972,-80.30201012,39.05306057
Allstar #2,1,Switchgrass,BioChar + Fertilizer,10/25/2022,10/26/2022,0.2775,3.91,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30211778,39.05354842
Allstar #2,2,Switchgrass,Fertilizer,10/25/2022,10/26/2022,0.346,5.22,"some gravel coal/shale, few roots, and leaves",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30204744,39.05308196
Allstar #2,3,Switchgrass,Control,10/25/2022,10/26/2022,0.375,6.05,"some rocks, few roots, and leaves",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30238544,39.05555955
Allstar #2,4,Willow,Fertilizer,10/25/2022,10/26/2022,0.3875,4.9,"slate pebbles, large easily broken clumps",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30193459,39.05299784
Allstar #2,5,Willow,BioChar + Fertilizer,10/25/2022,10/26/2022,0.398,5.38,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30205231,39.05296858
Allstar #2,6,Willow,Control,10/25/2022,10/26/2022,0.344,5.81,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30205535,39.05342217
Allstar #2,13,Willow,Control,10/25/2022,10/26/2022,0.3915,5.25,"slate pebbles, large easily broken clumps",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.3023099,39.05337639
Allstar #2,14,Willow,Fertilizer,10/25/2022,10/26/2022,0.279,4,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30188876,39.05295966
Allstar #2,15,Willow,BioChar + Fertilizer,10/25/2022,10/26/2022,0.374,4.77,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30221407,39.05502325
Allstar #2,16,Switchgrass,BioChar + Fertilizer,10/25/2022,10/26/2022,0.3525,4.69,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30232939,39.05440219
Allstar #2,17,Switchgrass,Control,10/25/2022,10/26/2022,0.384,4.28,"some gravel coal/shale, few roots, and leaves",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30225226,39.05494132
Allstar #2,18,Switchgrass,Fertilizer,10/25/2022,10/26/2022,0.8625,4.5,"some rocks, few roots, and leaves",0.0,0.000,302,0.29,12.0,96.44,0.253,10.8,0.9644,-80.30241193,39.05490243
Allstar #2,1,Switchgrass,BioChar + Fertilizer,1/17/2023,1/18/2023,0.521,3.91,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30219707,39.05508982
Allstar #2,2,Switchgrass,Fertilizer,1/17/2023,1/18/2023,0.696,5.22,"some gravel coal/shale, few roots, and leaves",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30242407,39.05552457
Allstar #2,3,Switchgrass,Control,1/17/2023,1/18/2023,0.4975,6.05,"some rocks, few roots, and leaves",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30239215,39.05517372
Allstar #2,4,Willow,Fertilizer,1/17/2023,1/18/2023,0.407,4.9,"slate pebbles, large easily broken clumps",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.3021954,39.0545374
Allstar #2,5,Willow,BioChar + Fertilizer,1/17/2023,1/18/2023,0.428,5.38,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30216595,39.05319139
Allstar #2,6,Willow,Control,1/17/2023,1/18/2023,0.5245,5.81,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30224128,39.0551225
Allstar #2,13,Willow,Control,1/17/2023,1/18/2023,0.313,5.25,"slate pebbles, large easily broken clumps",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30217831,39.05338439
Allstar #2,14,Willow,Fertilizer,1/17/2023,1/18/2023,0.42,4,"slate, coal  pebbles, large easily broken clumps",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30239829,39.0537977
Allstar #2,15,Willow,BioChar + Fertilizer,1/17/2023,1/18/2023,0.515,4.77,"many slate, coal pebbles, large easily broken clumps",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30238943,39.05518523
Allstar #2,16,Switchgrass,BioChar + Fertilizer,1/17/2023,1/18/2023,0.3185,4.69,"some gravel --coal/shale, few roots, and leaves",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.3022562,39.05431303
Allstar #2,17,Switchgrass,Control,1/17/2023,1/18/2023,0.308,4.28,"some gravel coal/shale, few roots, and leaves",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.3023185,39.05566417
Allstar #2,18,Switchgrass,Fertilizer,1/17/2023,1/18/2023,0.545,4.5,"some rocks, few roots, and leaves",0.0,0.000,271,1.00,8.8,96.29,0.294,4.7,0.9629,-80.30190793,39.0530111
Reedsville,1,Switchgrass,Control,4/15/2021,4/16/2021,0.439,4.58,"easily broken up, few roots and leaves",574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8086,39.50543
Reedsville,2,Switchgrass,Fertilizer,4/15/2021,4/16/2021,0.494,4.5,"easily broken up, few roots and leaves",574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8085,39.50546
Reedsville,3,Switchgrass,BioChar + Fertilizer,4/15/2021,4/16/2021,0.4945,4.6,"easily broken up, few roots and leaves",574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.809,39.50575
Reedsville,13,Willow,Fertilizer,4/15/2021,4/16/2021,0.556,4.07,"easily broken up, few roots and leaves",574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8082,39.50526
Reedsville,14,Willow,BioChar + Fertilizer,4/15/2021,4/16/2021,0.496,4.43,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8091,39.50569
Reedsville,15,Willow,Control,4/15/2021,4/16/2021,0.4725,4.58,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8081,39.50516
Reedsville,10,Willow,BioChar + Fertilizer,4/15/2021,4/16/2021,0.483,4.09,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8085,39.50556
Reedsville,11,Willow,Fertilizer,4/15/2021,4/16/2021,0.508,4.21,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8084,39.50522
Reedsville,12,Willow,Control,4/15/2021,4/16/2021,0.4865,4.3,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8078,39.50509
Reedsville,22,Switchgrass,BioChar + Fertilizer,4/15/2021,4/16/2021,0.5225,4.53,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8088,39.50568
Reedsville,23,Switchgrass,Fertilizer,4/15/2021,4/16/2021,0.4865,4.3,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8086,39.50542
Reedsville,24,Switchgrass,Control,4/15/2021,4/16/2021,0.4695,4.29,easily broken up,574.8,0.000,185,2.41,10.8,0.565,0.432,10.1,0.565,-79.8096,39.50618
Reedsville,1,Switchgrass,Control,7/29/2021,7/30/2021,0.657,4.58,"easily broken up, few roots and leaves",80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8083,39.5054
Reedsville,2,Switchgrass,Fertilizer,7/29/2021,7/30/2021,0.5835,4.5,"easily broken up, few roots and leaves",80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8088,39.50548
Reedsville,3,Switchgrass,BioChar + Fertilizer,7/29/2021,7/30/2021,0.559,4.6,"easily broken up, few roots and leaves",80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8083,39.50516
Reedsville,13,Willow,Fertilizer,7/29/2021,7/30/2021,0.791,4.07,"easily broken up, few roots and leaves",80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8078,39.50497
Reedsville,14,Willow,BioChar + Fertilizer,7/29/2021,7/30/2021,0.7725,4.43,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8089,39.50569
Reedsville,15,Willow,Control,7/29/2021,7/30/2021,0.657,4.58,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.809,39.5057
Reedsville,10,Willow,BioChar + Fertilizer,7/29/2021,7/30/2021,0.667,4.09,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8097,39.50597
Reedsville,11,Willow,Fertilizer,7/29/2021,7/30/2021,0.7065,4.21,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8085,39.50552
Reedsville,12,Willow,Control,7/29/2021,7/30/2021,0.7105,4.3,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8081,39.50528
Reedsville,22,Switchgrass,BioChar + Fertilizer,7/29/2021,7/30/2021,0.566,4.53,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8083,39.50537
Reedsville,23,Switchgrass,Fertilizer,7/29/2021,7/30/2021,0.56,4.3,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8093,39.50581
Reedsville,24,Switchgrass,Control,7/29/2021,7/30/2021,0.6165,4.29,easily broken up,80.7,0.000,190,1.07,20.3,0.926,0.421,19.6,0.926,-79.8097,39.50609
